sub,Effort1_Risk2,run,trial,RT,dur,StrTime,reward,loss,effort_risk,response
24,2,3,14,1.451914,3.986096,67.514061,8,5,4,2
24,2,3,15,1.274443,3.984583,71.515553,10,2,1,4
24,2,3,16,1.620874,4.983054,75.517088,8,1,4,2
24,2,3,17,1.543955,3.981206,80.519006,2,3,3,2
24,2,3,18,1.713428,8.979616,84.52054,8,5,2,3
24,2,3,19,1.060717,11.242793,93.507321,6,4,4,1
24,2,3,20,1.617291,11.238562,104.761677,10,4,5,2
24,2,3,21,1.210022,7.484288,116.015951,8,1,2,4
24,2,3,22,1.751124,7.481296,123.518828,2,2,4,2
24,2,3,23,1.156233,7.478423,131.021746,2,5,4,1
24,2,3,24,1.580022,5.992275,138.50795,10,6,5,2
24,2,3,25,1.509763,3.990003,144.510211,6,1,2,4
24,2,3,26,1.390242,4.988469,148.511744,4,6,4,1
24,2,3,27,0.924329,5.23652,153.513703,12,4,1,4
24,2,3,28,1.024306,5.734496,158.765676,12,4,2,4
24,2,3,29,1.385059,3.982209,164.517923,10,6,5,1
24,2,3,30,1.874521,6.980696,168.519457,10,2,4,1
24,2,3,31,1.754886,3.978025,175.5221,12,4,5,1
24,2,3,32,1.62101,4.74322,179.507004,2,2,2,2
24,2,3,33,1.62112,4.491306,184.258826,6,4,1,3
24,2,3,34,1.131487,6.239655,188.760511,12,3,1,4
24,2,3,35,1.585088,4.48725,195.012907,4,6,2,2
24,2,3,36,1.484291,4.485583,199.514634,4,5,5,1
24,2,4,1,0.956076,5.96211,0.037983,2,4,4,1
24,2,4,2,0.930109,6.743226,6.00694,2,4,3,1
24,2,4,3,0.93257,7.240631,12.759487,8,3,5,1
24,2,4,4,1.072781,4.487868,20.012267,4,3,5,1
24,2,4,5,1.401066,4.236215,24.513994,12,6,2,4
24,2,4,6,1.199406,6.234482,28.765666,4,6,3,2
24,2,4,7,1.108985,6.232081,35.018064,6,2,4,3
24,2,4,8,0.93463,4.729662,41.270419,10,1,4,4
24,2,4,9,1.55843,5.994598,46.005569,8,5,3,1
24,2,4,10,1.188181,5.74237,52.007869,10,2,2,4
24,2,4,11,1.304976,5.990143,57.760074,12,4,4,2
24,2,4,12,1.424625,6.737773,63.762376,12,4,5,2
24,2,4,13,1.113062,7.73522,70.515007,6,6,4,1
24,2,4,14,1.218124,5.482332,78.267938,6,2,1,4
24,2,4,15,1.624009,3.980167,83.770048,2,5,2,2
24,2,4,16,1.139438,5.228476,87.771624,4,2,4,1
24,2,4,17,0.946134,3.993208,93.006925,2,2,5,1
24,2,4,18,1.630577,4.241634,97.0085,8,1,5,1
24,2,4,19,1.777961,4.740131,101.260089,4,4,2,2
24,2,4,20,1.463177,4.238342,106.01191,4,3,3,2
24,2,4,21,1.782514,5.73668,110.26354,8,6,3,2
24,2,4,22,1.840387,4.234485,116.015747,2,3,5,1
24,2,4,23,0,9.982865,120.267377,8,1,5,0
24,2,4,24,1.073778,4.978904,130.271255,10,5,5,1
24,2,4,25,0.814559,4.99374,135.256499,6,3,3,2
24,2,4,26,0.881684,3.991758,140.258376,12,5,1,4
24,2,4,27,1.119141,3.990222,144.259909,10,5,3,3
24,2,4,28,1.31859,6.7386,148.261486,10,1,4,2
24,2,4,29,0.943109,5.486177,155.014033,4,6,5,1
24,2,4,30,1.410893,4.234028,160.516184,2,1,2,3
24,2,4,31,1.134271,4.732327,164.767816,10,4,1,4
24,2,4,32,0.839476,7.730564,169.519597,12,1,1,4
24,2,4,33,0.800517,4.727561,177.272574,12,2,4,4
24,2,4,34,1.184345,6.242507,182.007719,8,5,5,1
24,2,4,35,1.53697,6.239996,188.260117,6,3,4,1
24,2,4,36,1.080563,9.487599,194.512514,6,6,5,1
24,2,5,1,0.892502,4.713683,0.036554,8,1,4,4
24,2,5,2,1.230298,10.228396,4.771708,6,4,2,3
24,2,5,3,1.371014,3.991098,15.009005,2,2,3,2
24,2,5,4,1.603486,4.239598,19.010538,6,1,3,3
24,2,5,5,1.26388,4.737946,23.262133,8,1,4,2
24,2,5,6,0.949033,4.236152,28.013992,4,4,4,1
24,2,5,7,1.50644,7.984688,32.26558,12,6,5,2
24,2,5,8,0.829364,3.981565,40.268653,2,6,5,1
24,2,5,9,1.171834,7.479984,44.270184,6,3,5,2
24,2,5,10,1.206955,3.977156,51.773061,10,5,5,1
24,2,5,11,1.656094,4.742147,55.757924,2,5,1,2
24,2,5,12,1.596265,5.990477,60.509748,4,5,1,3
24,2,5,13,1.947935,3.988139,66.512088,4,2,1,3
24,2,5,14,1.610452,6.736532,70.513622,12,2,3,3
24,2,5,15,1.584888,9.733941,77.26617,8,1,5,2
24,2,5,16,1.168113,4.73023,87.01991,4,1,1,4
24,2,5,17,1.488285,3.978416,91.771732,4,2,3,2
24,2,5,18,1.219428,6.743572,95.756595,12,4,2,4
24,2,5,19,1.730849,3.991029,102.509182,6,6,2,2
24,2,5,20,1.731304,3.989421,106.510723,12,2,2,4
24,2,5,21,1.279737,5.237897,110.512252,8,4,1,4
24,2,5,22,1.028758,9.235974,115.764266,2,2,5,1
24,2,5,23,1.425208,6.232292,125.017817,12,3,3,3
24,2,5,24,1.286817,3.979851,131.270212,10,5,2,4
24,2,5,25,1.358288,3.978489,135.271748,8,4,4,2
24,2,5,26,1.701332,7.243571,139.256649,4,5,1,3
24,2,5,27,1.752637,5.240752,146.509389,8,3,4,2
24,2,5,28,1.455628,3.988727,151.761403,10,1,3,3
24,2,5,29,1.333149,5.987287,155.76294,10,3,3,3
24,2,5,30,1.424746,5.234951,161.765279,10,5,5,2
24,2,5,31,1.143779,6.482996,167.017251,2,6,3,1
24,2,5,32,1.206283,6.980481,173.519745,2,3,3,2
24,2,5,33,1.581561,7.727761,180.522472,6,6,1,3
24,2,5,34,1.571315,5.491407,188.258731,6,4,3,2
24,2,5,35,1.840246,5.989318,193.760843,12,3,4,2
24,2,5,36,1.338887,4.23699,199.763143,10,6,2,3
25,2,1,1,1.757025,7.708319,0.041987,10,5,4,3
25,2,1,2,1.618358,6.48857,7.761599,12,5,4,2
25,2,1,3,1.526901,4.736067,14.264094,10,1,5,2
25,2,1,4,1.151086,3.984131,19.015918,12,3,1,4
25,2,1,5,1.580497,10.232766,23.017496,8,2,3,3
25,2,1,6,1.742613,8.978789,33.27139,4,3,2,3
25,2,1,7,1.44169,3.992033,42.258214,8,6,5,1
25,2,1,8,1.52332,3.99053,46.25971,4,2,2,2
25,2,1,9,1.511788,3.988961,50.261246,2,1,5,1
25,2,1,10,NaN,3.987445,54.262782,8,6,2,NaN
25,2,1,11,1.34069,10.23593,58.264317,2,4,2,2
25,2,1,12,1.623713,8.481865,68.518295,8,4,5,1
25,2,1,13,1.215459,5.728602,77.02156,12,5,2,4
25,2,1,14,1.368901,5.493113,82.757054,6,6,4,2
25,2,1,15,1.39386,3.990945,88.259206,6,2,5,1
25,2,1,16,1.415278,3.98951,92.260742,6,3,4,2
25,2,1,17,1.021043,4.738076,96.262007,10,3,1,4
25,2,1,18,1.724955,7.986015,101.014061,2,3,1,3
25,2,1,19,1.600841,6.982989,109.017175,8,3,5,1
25,2,1,20,NaN,4.980287,116.019862,12,5,3,NaN
25,2,1,21,1.41924,3.978305,121.021783,10,3,4,2
25,2,1,22,1.615385,3.99349,125.006645,6,5,2,2
25,2,1,23,1.227876,5.742015,129.008141,6,4,1,4
25,2,1,24,1.393577,4.989774,134.760391,6,4,2,3
25,2,1,25,1.227714,3.98793,139.762311,12,2,5,2
25,2,1,26,1.362125,6.236256,143.763847,2,6,2,1
25,2,1,27,0.969822,3.98393,150.016204,8,4,4,2
25,2,1,28,1.045233,8.732465,154.017783,4,1,1,4
25,2,1,29,1.093918,3.979129,162.771101,6,5,4,2
25,2,1,30,1.456036,3.994174,166.755987,10,4,4,2
25,2,1,31,1.435523,3.99268,170.757499,2,4,5,1
25,2,1,32,1.335939,5.241014,174.759077,8,4,1,4
25,2,1,33,1.812922,4.489031,180.011114,10,4,5,2
25,2,1,34,1.51125,10.73739,184.512822,6,4,5,2
25,2,1,35,1.12812,3.983325,195.266908,4,2,3,2
25,2,1,36,1.899579,4.731592,199.268486,10,1,2,3
25,2,2,1,NaN,6.470774,0.029528,10,2,3,NaN
25,2,2,2,0.999681,6.234852,6.515309,8,6,3,2
25,2,2,3,1.428287,7.232397,12.767711,12,2,4,2
25,2,2,4,1.181489,4.479787,20.020494,8,5,1,4
25,2,2,5,1.523763,5.227949,24.522222,2,3,4,2
25,2,2,6,0.942439,3.992574,29.757565,4,5,4,2
25,2,2,7,1.38689,5.241056,33.759102,10,2,4,2
25,2,2,8,1.546884,3.989001,39.011117,4,5,2,1
25,2,2,9,1.542339,7.237488,43.012653,10,3,5,1
25,2,2,10,1.538523,10.734683,50.265479,8,2,2,3
25,2,2,11,1.027387,4.230634,61.019606,8,1,1,4
25,2,2,12,1.556814,6.229051,65.271197,4,6,2,2
25,2,2,13,1.119079,4.493134,71.506925,10,3,2,3
25,2,2,14,1.007339,3.991472,76.008653,12,4,5,3
25,2,2,15,1.384795,5.989845,80.010229,4,4,5,2
25,2,2,16,1.51456,4.237658,86.012492,12,6,3,3
25,2,2,17,1.275827,5.486126,90.264123,4,2,1,3
25,2,2,18,1.645766,4.983944,95.766235,10,5,1,3
25,2,2,19,1.149764,5.482011,100.768154,6,4,3,2
25,2,2,20,1.201739,3.980004,106.270268,10,1,4,2
25,2,2,21,1.837195,5.478358,110.271804,8,2,4,1
25,2,2,22,1.73576,3.992904,115.757243,6,1,4,2
25,2,2,23,1.323222,4.24136,119.75878,10,6,3,1
25,2,2,24,1.323552,4.739715,124.010452,8,1,4,2
25,2,2,25,0.959773,4.488002,128.762234,2,5,4,2
25,2,2,26,1.357042,5.486291,133.263962,6,3,5,1
25,2,2,27,1.468979,8.734095,138.766073,4,3,3,2
25,2,2,28,1.325574,4.480703,147.519434,8,3,4,2
25,2,2,29,1.267844,4.978975,152.021163,4,5,5,1
25,2,2,30,1.632613,8.493841,157.006409,2,5,1,2
25,2,2,31,1.035265,6.740578,165.509674,4,3,5,2
25,2,2,32,1.248747,3.987975,172.262264,10,1,3,2
25,2,2,33,1.09121,5.486425,176.263801,10,2,2,3
25,2,2,34,1.116055,5.984208,181.765954,4,6,1,2
25,2,2,35,0.923762,5.481902,187.768258,2,6,4,2
25,2,2,36,1.322656,10.729714,193.27037,12,3,3,3
25,2,3,1,0.983699,4.972951,0.027256,8,3,2,3
25,2,3,2,1.143409,4.487653,5.012504,2,2,5,2
25,2,3,3,1.156652,5.235919,9.514231,4,6,4,1
25,2,3,4,1.001719,4.48404,14.766247,4,6,5,1
25,2,3,5,1.664987,4.982259,19.267976,2,2,1,2
25,2,3,6,1.543067,4.980346,24.269896,2,4,1,2
25,2,3,7,1.610153,4.728259,29.271816,6,3,1,3
25,2,3,8,1.376999,3.993171,34.006966,10,6,2,3
25,2,3,9,1.389464,6.991576,38.008502,8,6,1,3
25,2,3,10,1.550775,4.489018,45.011189,12,6,5,2
25,2,3,11,1.146006,4.737202,49.512959,2,2,4,1
25,2,3,12,1.737165,3.98538,54.264741,6,5,5,1
25,2,3,13,1.42165,7.233924,58.266319,6,4,4,2
25,2,3,14,1.46691,6.481086,65.519062,10,4,1,3
25,2,3,15,1.72241,4.478682,72.021558,12,1,4,2
25,2,3,16,1.456381,6.243501,76.506613,4,6,3,1
25,2,3,17,1.121998,6.241066,82.759012,6,3,3,2
25,2,3,18,1.515516,4.738791,89.011454,8,1,3,2
25,2,3,19,1.409733,3.987004,93.763235,8,1,2,3
25,2,3,20,1.053205,4.985387,97.764772,2,6,5,1
25,2,3,21,NaN,6.483478,102.76669,4,1,3,NaN
25,2,3,22,1.573788,5.230968,109.269188,12,5,1,3
25,2,3,23,1.12376,5.478868,114.521205,4,4,4,1
25,2,3,24,1.166283,3.993462,120.006684,8,2,1,3
25,2,3,25,1.4118,5.242028,124.008179,2,5,2,1
25,2,3,26,0.999775,8.739967,129.260194,6,6,2,2
25,2,3,27,1.195376,10.486569,138.013596,12,5,5,1
25,2,3,28,0.941391,3.982509,148.517586,2,5,3,1
25,2,3,29,1.316803,4.231082,152.519163,6,1,2,1
25,2,3,30,1.561227,7.47941,156.770753,12,6,4,1
25,2,3,31,1.36902,4.993291,164.256961,10,3,3,2
25,2,3,32,1.033097,5.241262,169.258881,8,4,2,3
25,2,3,33,1.492077,6.98927,174.510897,12,6,2,2
25,2,3,34,1.325404,8.986527,181.513585,6,2,2,2
25,2,3,35,1.121896,8.233086,190.517081,2,1,2,3
25,2,3,36,1.061717,5.229831,198.770249,10,6,1,3
25,2,4,1,1.10479,6.46819,0.03208,4,1,5,2
25,2,4,2,1.217056,7.982343,6.517904,4,4,2,2
25,2,4,3,1.36589,4.479129,14.520974,10,5,5,1
25,2,4,4,1.066878,7.494101,19.006071,10,6,5,1
25,2,4,5,1.650053,4.241273,26.508951,12,4,1,3
25,2,4,6,1.333342,5.239545,30.760582,8,1,5,2
25,2,4,7,1.323398,7.487614,36.012557,2,2,3,2
25,2,4,8,0.96652,3.984669,43.515479,12,3,4,2
25,2,4,9,1.147948,7.733235,47.517014,6,1,1,4
25,2,4,10,1.182968,3.980108,55.26999,8,5,3,2
25,2,4,11,1.181475,3.978659,59.271485,2,5,5,2
25,2,4,12,1.843614,5.493858,63.256389,10,4,2,2
25,2,4,13,1.124509,7.491755,68.75846,10,5,3,2
25,2,4,14,1.212616,4.488907,76.261338,4,3,4,1
25,2,4,15,1.441797,4.237057,80.763108,10,4,3,2
25,2,4,16,1.946264,3.985455,85.014698,6,6,1,2
25,2,4,17,1.626693,7.233975,89.016276,2,3,5,1
25,2,4,18,1.019945,5.731121,96.269017,10,6,4,2
25,2,4,19,1.254686,5.478894,102.021268,6,3,2,2
25,2,4,20,1.212304,4.493451,107.506666,4,2,4,2
25,2,4,21,1.110525,3.991739,112.008434,4,2,5,2
25,2,4,22,1.631004,8.990192,116.00997,4,3,1,3
25,2,4,23,0.925538,6.736813,125.013426,4,4,3,1
25,2,4,24,1.159949,5.984144,131.766018,12,1,1,4
25,2,4,25,1.463689,8.481847,137.768322,8,5,5,2
25,2,4,26,1.373391,5.478511,146.271585,12,1,5,2
25,2,4,27,1.986987,3.993169,151.756982,4,5,1,2
25,2,4,28,1.383361,5.241584,155.75856,12,4,3,2
25,2,4,29,1.000384,6.239633,161.010534,2,3,3,1
25,2,4,30,1.192044,5.987341,167.262934,6,1,3,2
25,2,4,31,1.29173,3.984986,173.265239,4,1,2,3
25,2,4,32,1.26116,3.983418,177.266816,8,3,3,2
25,2,4,33,1.564683,3.98188,181.268311,6,6,3,1
25,2,4,34,1.910165,4.480305,185.269845,8,6,4,1
25,2,4,35,1.567351,7.728593,189.771615,6,5,1,2
25,2,4,36,0.827053,6.492241,197.507918,2,6,3,2
25,2,5,1,0.855347,6.46362,0.036649,4,1,5,2
25,2,5,2,1.158472,7.977651,6.522514,4,4,2,1
25,2,5,3,1.858125,4.491187,14.508871,10,5,5,1
25,2,5,4,1.109285,7.489495,19.010599,10,6,5,1
25,2,5,5,1.494513,4.236747,26.513478,12,4,1,3
25,2,5,6,1.172869,5.234922,30.765152,8,1,5,2
25,2,5,7,1.180866,7.483119,36.017127,2,2,3,1
25,2,5,8,1.110946,3.980104,43.520048,12,3,4,2
25,2,5,9,1.331455,7.728625,47.521543,6,1,1,3
25,2,5,10,1.23315,3.992394,55.257844,8,5,3,2
25,2,5,11,1.165577,3.990813,59.259422,2,5,5,1
25,2,5,12,1.651997,5.489333,63.260916,10,4,2,2
25,2,5,13,1.308966,7.487219,68.763027,10,5,3,2
25,2,5,14,1.253054,4.484199,76.265949,4,3,4,1
25,2,5,15,1.295359,4.232507,80.767636,10,4,3,2
25,2,5,16,1.582773,3.980874,85.019267,6,6,1,3
25,2,5,17,1.487155,7.229487,89.020803,2,3,5,1
25,2,5,18,1.056085,5.743243,96.256914,10,6,4,2
25,2,5,19,1.808769,5.491121,102.009123,6,3,2,2
25,2,5,20,1.383768,4.488913,107.511234,4,2,4,2
25,2,5,21,1.144048,3.987139,112.013002,4,2,5,1
25,2,5,22,1.47846,8.985589,116.014496,4,3,1,3
25,2,5,23,0.924064,6.732217,125.017954,4,4,3,2
25,2,5,24,1.150316,5.979613,131.770587,12,1,1,4
25,2,5,25,1.776835,8.493987,137.756176,8,5,5,2
25,2,5,26,1.367577,5.490671,146.259439,12,1,5,1
25,2,5,27,1.522428,3.988595,151.761551,4,5,1,2
25,2,5,28,1.468917,5.236996,155.763086,12,4,3,2
25,2,5,29,1.375907,6.235061,161.015102,2,3,3,1
25,2,5,30,1.346506,5.982772,167.267502,6,1,3,2
25,2,5,31,1.267158,3.980425,173.269805,4,1,2,2
25,2,5,32,1.34062,3.978782,177.271341,8,3,3,2
25,2,5,33,1.029806,3.994023,181.256204,6,6,3,2
25,2,5,34,1.107272,4.492509,185.257741,8,6,4,2
25,2,5,35,1.425537,7.740702,189.759468,6,5,1,2
25,2,5,36,1.150577,6.487631,197.512444,2,6,3,1
26,2,1,1,1.780523,7.703679,0.046511,10,5,4,3
26,2,1,2,1.610807,6.484107,7.766183,12,5,4,4
26,2,1,3,1.91231,4.731635,14.268679,10,1,5,2
26,2,1,4,0.895524,3.979765,19.020461,12,3,1,4
26,2,1,5,1.285987,10.228169,23.021998,8,2,3,4
26,2,1,6,1.64374,8.990982,33.25926,4,3,2,2
26,2,1,7,1.65628,3.987507,42.262717,8,6,5,1
26,2,1,8,1.188742,3.985943,46.264253,4,2,2,1
26,2,1,9,1.474201,3.984379,50.265788,2,1,5,1
26,2,1,10,1.419646,3.982772,54.267365,8,6,2,3
26,2,1,11,1.398091,10.231265,58.268902,2,4,2,2
26,2,1,12,1.535826,8.493996,68.506165,8,4,5,2
26,2,1,13,0.722613,5.740851,77.009387,12,5,2,4
26,2,1,14,1.342394,5.488571,82.761594,6,6,4,2
26,2,1,15,1.572306,3.986524,88.263707,6,2,5,1
26,2,1,16,1.208756,3.984897,92.265245,6,3,4,1
26,2,1,17,1.613167,4.733366,96.266779,10,3,1,4
26,2,1,18,1.918416,7.981516,101.018645,2,3,1,2
26,2,1,19,1.854346,6.978404,109.021675,8,3,5,2
26,2,1,20,1.20427,4.992413,116.007732,12,5,3,4
26,2,1,21,1.592356,3.990498,121.009652,10,3,4,3
26,2,1,22,1.494762,3.988903,125.011188,6,5,2,2
26,2,1,23,1.785326,5.737482,129.012682,6,4,1,3
26,2,1,24,1.019012,4.985355,134.76489,6,4,2,3
26,2,1,25,1.726198,3.983338,139.766811,12,2,5,2
26,2,1,26,1.836626,6.231766,143.768389,2,6,2,1
26,2,1,27,1.775184,3.979377,150.020788,8,4,4,3
26,2,1,28,1.204722,8.727904,154.022283,4,1,1,1
26,2,1,29,1.26193,3.99126,162.75897,6,5,4,2
26,2,1,30,NaN,3.989663,166.760506,10,4,4,NaN
26,2,1,31,1.072939,3.988064,170.762083,2,4,5,1
26,2,1,32,1.244348,5.236551,174.763619,8,4,1,3
26,2,1,33,1.446421,4.484561,180.015593,10,4,5,2
26,2,1,34,1.311687,10.73284,184.517322,6,4,5,2
26,2,1,35,1.164475,3.978676,195.271491,4,2,3,2
26,2,1,36,0.762693,4.743871,199.256313,10,1,2,4
26,2,2,1,1.769909,6.471236,0.029046,10,2,3,4
26,2,2,2,1.240084,6.235234,6.51487,8,6,3,3
26,2,2,3,0.790686,7.232951,12.76727,12,2,4,4
26,2,2,4,1.952852,4.480124,20.020095,8,5,1,4
26,2,2,5,1.076233,5.22845,24.521782,2,3,4,2
26,2,2,6,0.965836,3.993139,29.757125,4,5,4,1
26,2,2,7,1.591284,5.24148,33.758661,10,2,4,3
26,2,2,8,1.570277,3.989436,39.010676,4,5,2,1
26,2,2,9,1.424752,7.237984,43.012213,10,3,5,1
26,2,2,10,1.450955,10.735146,50.264997,8,2,2,3
26,2,2,11,0.930786,4.23106,61.019167,8,1,1,3
26,2,2,12,1.688154,6.229368,65.270799,4,6,2,1
26,2,2,13,1.424498,4.493647,71.506484,10,3,2,4
26,2,2,14,1.356736,3.991976,76.008212,12,4,5,3
26,2,2,15,0.850174,5.990406,80.009748,4,4,5,1
26,2,2,16,1.004906,4.238195,86.012051,12,6,3,4
26,2,2,17,1.775228,5.486412,90.263726,4,2,1,1
26,2,2,18,1.467121,4.984348,95.765838,10,5,1,4
26,2,2,19,1.620243,5.482446,100.767715,6,4,3,3
26,2,2,20,1.14314,3.980318,106.269829,10,1,4,3
26,2,2,21,NaN,5.478887,110.271364,8,2,4,NaN
26,2,2,22,0.998171,3.993364,115.756804,6,1,4,3
26,2,2,23,0.876626,4.241803,119.758341,10,6,3,4
26,2,2,24,0.837906,4.740092,124.010014,8,1,4,3
26,2,2,25,0.826066,4.488356,128.761796,2,5,4,1
26,2,2,26,1.377442,5.486678,133.263524,6,3,5,2
26,2,2,27,0.96733,8.734618,138.765635,4,3,3,1
26,2,2,28,1.15597,4.481148,147.518995,8,3,4,3
26,2,2,29,0.742203,4.979441,152.020725,4,5,5,1
26,2,2,30,1.094995,8.494274,157.005971,2,5,1,1
26,2,2,31,1.062725,6.74101,165.509236,4,3,5,1
26,2,2,32,0.8721,3.988275,172.261868,10,1,3,4
26,2,2,33,0.741607,5.486798,176.263363,10,2,2,4
26,2,2,34,1.623498,5.984695,181.765475,4,6,1,1
26,2,2,35,0.789184,5.482483,187.767821,2,6,4,1
26,2,2,36,0.904986,10.730145,193.269932,12,3,3,4
26,2,3,1,1.089306,4.976542,0.023711,8,3,2,3
26,2,3,2,1.248966,4.491149,5.008999,2,2,5,1
26,2,3,3,1.192255,5.239441,9.510727,4,6,4,1
26,2,3,4,1.070279,4.487391,14.762702,4,6,5,1
26,2,3,5,1.225544,4.985731,19.264429,2,2,1,1
26,2,3,6,1.127634,4.983887,24.266349,2,4,1,1
26,2,3,7,0.8807,4.731985,29.268271,6,3,1,1
26,2,3,8,1.086839,3.979947,34.020136,10,6,2,4
26,2,3,9,1.219301,6.978485,38.021673,8,6,1,3
26,2,3,10,0.662339,4.492495,45.007646,12,6,5,4
26,2,3,11,1.885608,4.740787,49.509373,2,2,4,1
26,2,3,12,1.457785,3.988941,54.261198,6,5,5,2
26,2,3,13,1.02024,7.237357,58.262735,6,4,4,2
26,2,3,14,1.607455,6.48456,65.515518,10,4,1,4
26,2,3,15,1.404968,4.482158,72.018015,12,1,4,4
26,2,3,16,1.703191,6.23037,76.519742,4,6,3,2
26,2,3,17,1.399837,6.227932,82.772143,6,3,3,1
26,2,3,18,1.493115,4.742351,89.007871,8,1,3,3
26,2,3,19,NaN,3.990473,93.759694,8,1,2,NaN
26,2,3,20,1.269788,4.989002,97.761229,2,6,5,1
26,2,3,21,0.837799,6.486981,102.763191,4,1,3,1
26,2,3,22,0.894297,5.234464,109.265687,12,5,1,4
26,2,3,23,1.141322,5.482483,114.517662,4,4,4,2
26,2,3,24,1.205213,3.980273,120.019775,8,2,1,4
26,2,3,25,1.050673,5.228939,124.021312,2,5,2,1
26,2,3,26,1.409335,8.743434,129.256655,6,6,2,1
26,2,3,27,1.622981,10.490226,138.010015,12,5,5,3
26,2,3,28,0.974047,3.986138,148.514046,2,5,3,1
26,2,3,29,1.725317,4.234552,152.515626,6,1,2,2
26,2,3,30,1.259776,7.483039,156.767214,12,6,4,3
26,2,3,31,1.416926,4.98003,164.270137,10,3,3,3
26,2,3,32,1.698979,5.228084,169.272015,8,4,2,3
26,2,3,33,0.981596,6.992702,174.5074,12,6,2,4
26,2,3,34,1.779851,8.990165,181.510087,6,2,2,3
26,2,3,35,1.070402,8.236622,190.513545,2,1,2,1
26,2,3,36,NaN,5.233457,198.766713,10,6,1,NaN
26,2,4,1,1.225903,6.474109,0.026081,4,1,5,1
26,2,4,2,1.880092,7.988262,6.511903,4,4,2,2
26,2,4,3,1.920022,4.485138,14.514976,10,5,5,2
26,2,4,4,1.237283,7.483466,19.016705,10,6,5,2
26,2,4,5,0.92932,4.230502,26.519626,12,4,1,4
26,2,4,6,1.455769,5.228922,30.771218,8,1,5,3
26,2,4,7,0.953398,7.493605,36.006561,2,2,3,1
26,2,4,8,1.516553,3.990734,43.509441,12,3,4,3
26,2,4,9,1.747023,7.739146,47.511018,6,1,1,4
26,2,4,10,1.534041,3.986117,55.263954,8,5,3,3
26,2,4,11,1.013554,3.98461,59.265532,2,5,5,1
26,2,4,12,1.339976,5.48308,63.267026,10,4,2,4
26,2,4,13,0.90783,7.481083,68.769179,10,5,3,4
26,2,4,14,1.153984,4.478127,76.272018,4,3,4,3
26,2,4,15,1.013936,4.243065,80.757073,10,4,3,4
26,2,4,16,1.490339,3.991344,85.008707,6,6,1,2
26,2,4,17,1.541755,7.239906,89.010242,2,3,5,1
26,2,4,18,1.699031,5.737137,96.263026,10,6,4,3
26,2,4,19,1.406772,5.484964,102.015235,6,3,2,3
26,2,4,20,1.89566,4.482785,107.517346,4,2,4,2
26,2,4,21,1.002883,3.981023,112.019117,4,2,5,2
26,2,4,22,1.312399,8.979529,116.020612,4,3,1,2
26,2,4,23,1.019569,6.742726,125.007436,4,4,3,2
26,2,4,24,0.901018,5.990258,131.759988,12,1,1,3
26,2,4,25,1.401771,8.487905,137.762291,8,5,5,3
26,2,4,26,1.456503,5.484609,146.265556,12,1,5,3
26,2,4,27,1.221296,3.982443,151.76771,4,5,1,1
26,2,4,28,1.331746,5.23093,155.769206,12,4,3,4
26,2,4,29,1.171784,6.228882,161.021262,2,3,3,1
26,2,4,30,1.510062,5.993209,167.256952,6,1,3,3
26,2,4,31,1.981661,3.990909,173.259254,4,1,2,2
26,2,4,32,1.274178,3.989322,177.26083,8,3,3,3
26,2,4,33,1.579683,3.987905,181.262325,6,6,3,3
26,2,4,34,0.931024,4.486364,185.263903,8,6,4,3
26,2,4,35,1.489342,7.734534,189.765631,6,5,1,3
26,2,4,36,0.990409,6.481484,197.518609,2,6,3,1
26,2,5,1,1.000706,6.462909,0.037278,4,1,5,2
26,2,5,2,1.805562,7.993818,6.506428,4,4,2,2
26,2,5,3,1.593445,4.490526,14.509542,10,5,5,2
26,2,5,4,1.280717,7.488895,19.011272,10,6,5,2
26,2,5,5,1.444939,4.236036,26.51411,12,4,1,3
26,2,5,6,1.506207,5.234355,30.765783,8,1,5,2
26,2,5,7,NaN,7.482339,36.0178,2,2,3,NaN
26,2,5,8,1.131382,3.979509,43.520639,12,3,4,3
26,2,5,9,1.591817,7.728001,47.522176,6,1,1,3
26,2,5,10,0.970573,3.991781,55.258479,8,5,3,3
26,2,5,11,1.200992,3.990098,59.260014,2,5,5,1
26,2,5,12,1.326454,5.488646,63.261552,10,4,2,4
26,2,5,13,1.067278,7.486585,68.763665,10,5,3,4
26,2,5,14,1.157459,4.4837,76.266545,4,3,4,2
26,2,5,15,0.995739,4.231868,80.768273,10,4,3,4
26,2,5,16,1.421099,3.980231,85.019906,6,6,1,2
26,2,5,17,0.905571,7.2288,89.021442,2,3,5,1
26,2,5,18,1.470525,5.742589,96.257553,10,6,4,3
26,2,5,19,1.585242,5.490439,102.009803,6,3,2,2
26,2,5,20,1.303043,4.488243,107.511915,4,2,4,2
26,2,5,21,1.409408,3.986458,112.013601,4,2,5,1
26,2,5,22,1.249863,8.985023,116.015138,4,3,1,1
26,2,5,23,1.440376,6.731533,125.018636,4,4,3,2
26,2,5,24,0.920826,5.978979,131.771187,12,1,1,4
26,2,5,25,1.491193,8.493427,137.75682,8,5,5,1
26,2,5,26,1.743889,5.490155,146.260084,12,1,5,2
26,2,5,27,1.408815,3.987907,151.762238,4,5,1,2
26,2,5,28,1.059245,5.23632,155.763773,12,4,3,4
26,2,5,29,1.096218,6.234444,161.01579,2,3,3,1
26,2,5,30,1.494883,5.982098,167.268149,6,1,3,2
26,2,5,31,1.33456,3.979691,173.270454,4,1,2,2
