sub,Effort1_Risk2,run,trial,RT,dur,StrTime,reward,loss,effort_risk,response
28,1,3,18,1.391591,10.987771,96.012387,10,1,1,3
28,1,3,19,1.859382,3.983449,107.01661,10,5,2,3
28,1,3,20,1.230872,3.981984,111.018104,2,1,3,2
28,1,3,21,0.747346,3.980478,115.01964,12,3,5,1
28,1,3,22,0.482711,3.978898,119.021218,6,1,5,1
28,1,3,23,0.98896,9.744181,123.00608,2,1,4,1
28,1,3,24,1.562161,4.240327,132.759825,6,5,3,2
28,1,3,25,NaN,4.488768,137.011456,2,2,2,NaN
28,1,3,26,1.066881,3.987045,141.513184,6,2,1,3
28,1,3,27,1.459298,6.23555,145.514678,4,1,4,2
28,1,3,28,1.269906,3.983132,151.767078,2,1,1,3
28,1,3,29,1.335322,8.981495,155.768655,12,2,3,2
28,1,3,30,0.871936,10.97808,164.772068,12,2,1,4
28,1,3,31,1.729328,3.99047,175.759661,2,6,1,2
28,1,3,32,1.63183,4.238938,179.761155,8,4,3,2
28,1,3,33,1.744179,3.98733,184.012787,8,3,1,4
28,1,3,34,1.202668,6.985757,188.014322,6,2,3,2
28,1,3,35,1.277976,4.733243,195.017011,4,4,1,3
28,1,3,36,0.968167,4.231314,199.768834,4,5,3,2
28,1,4,1,1.519347,4.966462,0.033657,8,3,2,3
28,1,4,2,0.793123,4.481364,5.018863,2,2,5,1
28,1,4,3,0.660366,5.229487,9.520631,4,6,4,1
28,1,4,4,0.655017,4.494205,14.755933,4,6,5,1
28,1,4,5,1.389347,4.992473,19.257661,2,2,1,3
28,1,4,6,1.505454,4.990566,24.259582,2,4,1,2
28,1,4,7,1.385496,4.738652,29.2615,6,3,1,3
28,1,4,8,1.336632,3.986741,34.013365,10,6,2,4
28,1,4,9,1.703143,6.985281,38.01486,8,6,1,4
28,1,4,10,1.403457,4.482597,45.017547,12,6,5,1
28,1,4,11,0.68369,4.730949,49.519318,2,2,4,1
28,1,4,12,0.717857,3.979046,54.271142,6,5,5,1
28,1,4,13,0.732055,7.244189,58.255962,6,4,4,1
28,1,4,14,0.964259,6.491426,65.508747,10,4,1,4
28,1,4,15,1.120761,4.488989,72.011242,12,1,4,1
28,1,4,16,NaN,6.237194,76.51297,4,6,3,NaN
28,1,4,17,0.590632,6.234699,82.76537,6,3,3,2
28,1,4,18,1.398193,4.732443,89.017811,8,1,3,3
28,1,4,19,1.564409,3.980541,93.769593,8,1,2,4
28,1,4,20,0.905878,4.979131,97.771128,2,6,5,1
28,1,4,21,1.004598,6.49375,102.756417,4,1,3,2
28,1,4,22,1.441099,5.241314,109.258914,12,5,1,4
28,1,4,23,1.129117,5.489256,114.510887,4,4,4,1
28,1,4,24,1.526915,3.987098,120.013041,8,2,1,4
28,1,4,25,1.583437,5.235687,124.014535,2,5,2,2
28,1,4,26,1.523419,8.73356,129.266592,6,6,2,2
28,1,4,27,1.044049,10.480328,138.01991,12,5,5,1
28,1,4,28,1.202748,3.992941,148.50727,2,5,3,2
28,1,4,29,1.628176,4.241305,152.508847,6,1,2,4
28,1,4,30,1.22854,7.489675,156.760479,12,6,4,1
28,1,4,31,1.145696,4.986942,164.263318,10,3,3,2
28,1,4,32,1.44578,5.234852,169.265235,8,4,2,3
28,1,4,33,1.632721,6.982858,174.517293,12,6,2,3
28,1,4,34,1.700001,8.980171,181.519981,6,2,2,3
28,1,4,35,1.715292,8.243525,190.506724,2,1,2,2
28,1,4,36,1.089135,5.240231,198.759891,10,6,1,4
28,1,5,1,1.753893,6.472087,0.028097,4,1,5,1
28,1,5,2,1.574065,7.986228,6.513921,4,4,2,2
28,1,5,3,0.768057,4.483147,14.516993,10,5,5,1
28,1,5,4,0.681232,7.481471,19.018762,10,6,5,1
28,1,5,5,0.808345,4.228534,26.5216,12,4,1,4
28,1,5,6,0.822434,5.243571,30.756561,8,1,5,1
28,1,5,7,1.41139,7.491537,36.008617,2,2,3,2
28,1,5,8,0.948497,3.98864,43.511497,12,3,4,1
28,1,5,9,1.229958,7.737258,47.51299,6,1,1,4
28,1,5,10,1.019985,3.984075,55.266008,8,5,3,2
28,1,5,11,0.749491,3.982629,59.267502,2,5,5,1
28,1,5,12,1.416923,5.481068,63.26908,10,4,2,3
28,1,5,13,1.229849,7.479079,68.771149,10,5,3,1
28,1,5,14,0.728613,4.492835,76.257398,4,3,4,1
28,1,5,15,1.397905,4.241035,80.759084,10,4,3,2
28,1,5,16,1.645221,3.989341,85.010718,6,6,1,3
28,1,5,17,0.896713,7.237903,89.012294,2,3,5,1
28,1,5,18,0.956917,5.735078,96.265079,10,6,4,1
28,1,5,19,1.363713,5.482943,102.017286,6,3,2,3
28,1,5,20,1.026686,4.480664,107.519398,4,2,4,1
28,1,5,21,0.71293,3.979054,112.021085,4,2,5,1
28,1,5,22,1.559061,8.994122,116.005947,4,3,1,3
28,1,5,23,1.013492,6.740747,125.009402,4,4,3,2
28,1,5,24,0.991967,5.98821,131.762035,12,1,1,4
28,1,5,25,0.880708,8.48586,137.764298,8,5,5,1
28,1,5,26,0.975438,5.482701,146.26756,12,1,5,1
28,1,5,27,1.9773,3.980549,151.769716,4,5,1,2
28,1,5,28,1.243749,5.228891,155.771251,12,4,3,2
28,1,5,29,0.961409,6.243598,161.006553,2,3,3,2
28,1,5,30,0.829011,5.991239,167.258994,6,1,3,2
28,1,5,31,1.304697,3.988969,173.261257,4,1,2,3
28,1,5,32,1.295214,3.987373,177.262793,8,3,3,2
28,1,5,33,1.643678,3.985883,181.26437,6,6,3,1
28,1,5,34,0.718185,4.484352,185.265863,8,6,4,1
28,1,5,35,0.890422,7.732563,189.767592,6,5,1,4
28,1,5,36,1.540439,6.479504,197.520568,2,6,3,1
29,1,1,1,NaN,3.93332,0.066943,6,6,2,NaN
29,1,1,2,0.815505,3.981738,4.018459,4,5,2,4
29,1,1,3,NaN,3.980231,8.020037,6,2,5,NaN
29,1,1,4,0.789385,9.978675,12.021576,6,1,2,4
29,1,1,5,1.350302,7.491546,22.008698,4,6,3,1
29,1,1,6,1.373379,3.98851,29.511579,2,5,3,1
29,1,1,7,1.044855,8.486955,33.513116,6,4,2,3
29,1,1,8,1.04258,6.983691,42.016377,6,1,5,4
29,1,1,9,1.366919,3.981015,49.019107,6,2,1,4
29,1,1,10,NaN,5.229541,53.020605,4,5,3,NaN
29,1,1,11,0.822335,4.477529,58.272619,8,1,5,4
29,1,1,12,1.0302,3.992425,62.75767,10,1,4,4
29,1,1,13,1.514665,4.240829,66.759248,10,5,2,3
29,1,1,14,1.637132,4.989337,71.01084,10,4,2,4
29,1,1,15,1.554217,8.987387,76.012759,2,4,4,1
29,1,1,16,1.329749,3.983907,85.016213,8,1,1,4
29,1,1,17,1.109126,8.232473,89.017791,8,4,3,3
29,1,1,18,1.576965,6.729183,97.270959,6,2,2,4
29,1,1,19,1.261132,3.993287,104.006835,2,1,5,2
29,1,1,20,1.306601,6.241781,108.008374,2,5,5,1
29,1,1,21,1.065156,3.989446,114.260813,2,6,4,1
29,1,1,22,NaN,6.237803,118.262349,12,6,3,NaN
29,1,1,23,1.086209,8.73544,124.514707,6,3,4,3
29,1,1,24,1.145901,3.982083,133.268066,8,3,1,4
29,1,1,25,1.399329,3.980497,137.269643,2,3,2,2
29,1,1,26,1.490838,4.979013,141.271137,4,2,4,3
29,1,1,27,1.393586,4.243847,146.256383,8,2,5,4
29,1,1,28,1.629959,3.992211,150.508016,8,3,4,4
29,1,1,29,1.405368,4.490578,154.509555,2,4,1,1
29,1,1,30,1.78867,8.488904,159.011323,12,6,5,3
29,1,1,31,1.198401,4.235641,167.514586,2,4,5,1
29,1,1,32,1.555793,4.983972,171.766179,6,6,5,2
29,1,1,33,1.172797,3.982082,176.768138,10,6,5,3
29,1,1,34,1.724381,3.980522,180.769632,8,5,4,3
29,1,1,35,1.206819,13.229026,184.771171,12,4,1,4
29,1,1,36,1.165397,5.990535,198.009623,6,3,5,3
29,1,2,1,0.925513,4.460681,0.039434,8,6,3,3
29,1,2,2,1.251137,9.742419,4.507816,6,1,3,4
29,1,2,3,1.118387,4.988595,14.261558,4,4,2,2
29,1,2,4,1.662509,3.986706,19.263438,6,4,1,3
29,1,2,5,1.602982,5.735243,23.264974,12,6,2,3
29,1,2,6,1.727724,8.983086,29.017223,12,5,4,3
29,1,2,7,1.113306,4.729591,38.020639,2,2,4,2
29,1,2,8,1.949502,4.727768,42.772459,10,3,4,4
29,1,2,9,1.498382,4.242536,47.50761,6,1,1,4
29,1,2,10,1.140721,4.490906,51.759246,4,4,1,2
29,1,2,11,1.26498,5.489251,56.260974,12,2,4,4
29,1,2,12,1.249864,4.487068,61.763081,10,4,5,3
29,1,2,13,1.033182,5.485409,66.264818,10,1,1,4
29,1,2,14,1.162029,4.483316,71.766925,4,1,3,3
29,1,2,15,1.258309,6.481481,76.268649,2,5,4,1
29,1,2,16,1.027802,4.229014,82.771144,8,1,4,4
29,1,2,17,0.837133,8.727409,87.022817,10,1,5,4
29,1,2,18,1.062502,7.240688,95.759463,6,4,5,4
29,1,2,19,1.358702,5.237977,103.012248,12,1,5,4
29,1,2,20,1.545663,5.735835,108.264303,10,4,3,3
29,1,2,21,1.52244,5.483638,114.016511,6,2,4,4
29,1,2,22,0.990385,4.23157,119.518579,10,3,1,4
29,1,2,23,1.112698,4.480074,123.770211,12,5,1,4
29,1,2,24,1.441022,4.478243,128.271946,6,5,5,2
29,1,2,25,1.328965,4.993158,132.756993,8,5,2,2
29,1,2,26,1.836016,4.991192,137.758956,12,5,3,4
29,1,2,27,1.366085,4.239191,142.760876,8,3,5,3
29,1,2,28,1.63252,10.987616,147.012464,4,1,4,2
29,1,2,29,1.196265,4.983438,158.016691,2,6,5,1
29,1,2,30,NaN,5.731578,163.018651,8,4,2,NaN
29,1,2,31,1.160111,5.479379,168.770858,4,2,3,2
29,1,2,32,1.140034,4.477336,174.272931,8,2,3,3
29,1,2,33,1.416976,7.492171,178.757984,8,3,3,3
29,1,2,34,0.998057,6.98925,186.260904,4,6,2,1
29,1,2,35,1.195372,4.486554,193.263592,10,3,5,3
29,1,2,36,1.207615,6.234881,197.765318,2,3,3,2
29,1,3,1,0.979353,8.211616,0.038563,2,4,3,1
29,1,3,2,1.066592,10.991805,8.258345,6,6,1,1
29,1,3,3,0.991359,7.987658,19.262569,4,6,1,1
29,1,3,4,1.238283,6.984591,27.265641,2,1,1,2
29,1,3,5,1.654617,5.981821,34.268325,8,6,2,2
29,1,3,6,1.148299,11.729437,40.270631,10,1,2,4
29,1,3,7,1.249453,5.241763,52.00847,12,3,1,3
29,1,3,8,1.83244,3.989699,57.260484,8,2,2,3
29,1,3,9,1.897864,3.988092,61.262061,10,2,3,3
29,1,3,10,1.206376,3.986629,65.263557,2,4,2,1
29,1,3,11,1.55185,3.985131,69.26509,12,1,1,4
29,1,3,12,1.340307,6.233518,73.266629,2,6,3,1
29,1,3,13,1.438883,3.981162,79.519066,4,2,2,2
29,1,3,14,1.080288,4.979643,83.520602,2,2,1,1
29,1,3,15,1.2305,3.977671,88.522481,10,3,2,3
29,1,3,16,1.568553,7.492791,92.507342,4,4,5,1
29,1,3,17,1.366664,3.9898,100.010265,12,2,1,3
29,1,3,18,1.663182,3.988308,104.011761,8,2,4,3
29,1,3,19,1.432648,3.986762,108.013293,8,6,5,2
29,1,3,20,1.810116,7.485322,112.014828,10,6,2,2
29,1,3,21,1.808182,3.982513,119.51771,12,2,2,4
29,1,3,22,1.346699,3.980898,123.519245,2,1,2,2
29,1,3,23,1.609156,4.979451,127.520779,8,2,1,3
29,1,3,24,0.945187,4.477424,132.522742,12,1,4,4
29,1,3,25,1.421134,7.242474,137.007758,10,3,3,3
29,1,3,26,0.982352,5.239651,144.26058,10,1,3,4
29,1,3,27,NaN,3.987677,149.512557,10,2,5,NaN
29,1,3,28,0.95481,3.986091,153.514131,2,2,5,1
29,1,3,29,1.015322,3.984456,157.515626,2,1,4,2
29,1,3,30,0.766742,5.232986,161.517203,4,5,1,1
29,1,3,31,1.413771,9.730975,166.769176,10,6,3,1
29,1,3,32,0.802923,6.977345,176.522919,2,5,1,1
29,1,3,33,1.43201,5.741213,183.508935,12,3,3,3
29,1,3,34,1.227759,4.738892,189.261183,6,5,1,2
29,1,3,35,1.867974,5.987189,194.012966,8,4,4,2
29,1,3,36,0.964575,3.984871,200.01527,8,5,3,2
29,1,4,1,1.099095,4.711276,0.038907,12,1,2,4
29,1,4,2,0.824667,8.492807,4.757344,4,1,2,3
29,1,4,3,0.879361,3.989565,13.260648,12,1,3,4
29,1,4,4,1.408831,3.988013,17.262141,12,2,5,4
29,1,4,5,1.226338,4.986477,21.263677,12,5,2,3
29,1,4,6,1.371405,4.984547,26.265601,12,4,2,3
29,1,4,7,1.133453,3.982729,31.267516,12,6,1,2
29,1,4,8,1.202919,6.481133,35.269095,4,5,4,1
29,1,4,9,1.420503,3.978678,41.771548,4,3,3,2
29,1,4,10,0.665564,4.743771,45.756453,4,3,5,2
29,1,4,11,1.087782,4.991913,50.508235,2,6,1,1
29,1,4,12,1.493861,3.990027,55.510196,6,3,2,2
29,1,4,13,0.959276,9.738464,59.51169,2,3,4,1
29,1,4,14,1.68558,3.984702,69.265436,6,4,4,2
29,1,4,15,1.422016,3.983214,73.267011,6,2,3,3
29,1,4,16,1.475526,3.98172,77.268505,8,4,5,2
29,1,4,17,1.448949,4.480067,81.270084,12,6,4,2
29,1,4,18,1.107228,4.978424,85.771809,10,5,3,2
29,1,4,19,0.933916,3.993084,90.757057,4,6,5,2
29,1,4,20,0.929425,3.991593,94.758553,2,3,5,1
29,1,4,21,0.637927,4.240047,98.760087,2,5,2,1
29,1,4,22,0.710304,6.488426,103.011722,6,1,4,4
29,1,4,23,NaN,12.485883,109.514256,4,3,1,NaN
29,1,4,24,1.393012,4.731212,122.019013,6,4,3,2
29,1,4,25,0.901194,4.479313,126.770837,10,6,4,2
29,1,4,26,1.412384,3.977615,131.272606,2,3,1,2
29,1,4,27,1.488605,12.242794,135.257433,8,3,2,3
29,1,4,28,1.290861,10.738058,147.512173,4,2,5,3
29,1,4,29,1.131775,4.48395,158.266257,4,3,2,2
29,1,4,30,1.139042,10.732172,162.767986,4,4,4,1
29,1,4,31,1.526873,5.727996,173.522155,8,6,1,2
29,1,4,32,1.444396,3.992499,179.257647,12,3,5,2
29,1,4,33,1.087844,5.49108,183.259184,2,2,2,1
29,1,4,34,1.14176,3.98885,188.761297,6,5,4,2
29,1,4,35,1.550211,5.48736,192.762831,8,5,5,1
29,1,4,36,1.009002,5.73509,198.264985,6,6,3,1
29,1,5,1,1.272929,5.464996,0.035182,10,2,4,4
29,1,5,2,1.498376,3.979615,5.520621,12,4,4,3
29,1,5,3,1.339851,4.227936,9.522156,4,2,1,2
29,1,5,4,0.864849,3.992993,13.757156,4,6,4,1
29,1,5,5,1.359343,9.991575,17.758651,12,2,3,4
29,1,5,6,1.503514,3.987661,27.76249,10,4,1,4
29,1,5,7,1.606985,5.236145,31.764025,10,5,4,2
29,1,5,8,1.26396,9.23422,37.016041,6,3,1,1
29,1,5,9,1.113383,4.480553,46.269596,4,3,4,2
29,1,5,10,0.798691,3.97892,50.771321,6,6,4,1
29,1,5,11,0.956153,4.977359,54.77286,8,4,1,2
29,1,5,12,1.138971,9.992126,59.758103,12,3,4,3
29,1,5,13,1.202032,4.488161,69.761983,12,4,3,3
29,1,5,14,1.226319,4.486524,74.263711,12,4,5,3
29,1,5,15,1.932607,4.484851,78.765396,10,2,1,4
29,1,5,16,1.03288,6.48306,83.267168,8,1,2,3
29,1,5,17,1.738348,4.480489,89.769662,12,3,2,3
29,1,5,18,0.968663,4.478877,94.27135,6,5,3,1
29,1,5,19,1.669936,6.226998,98.773075,4,1,5,2
29,1,5,20,1.073203,4.991416,105.008805,8,6,4,2
29,1,5,21,1.223262,6.739381,110.010765,10,2,2,3
29,1,5,22,NaN,7.236821,116.763317,10,5,5,NaN
29,1,5,23,0.731903,4.234119,124.016106,6,3,3,3
29,1,5,24,1.199244,7.232386,128.26777,2,1,3,3
29,1,5,25,0.997504,3.979634,135.520513,4,5,5,1
29,1,5,26,1.369988,4.978105,139.522049,2,6,2,1
29,1,5,27,0.875716,10.742931,144.507296,10,5,1,2
29,1,5,28,1.334587,4.738728,155.261423,2,2,3,2
29,1,5,29,1.383767,3.986892,160.013247,8,5,1,3
29,1,5,30,1.416234,6.485313,164.014784,4,1,1,4
29,1,5,31,0.867761,5.482864,170.517276,4,4,3,1
29,1,5,32,1.211625,4.480808,176.019391,12,5,5,2
29,1,5,33,1.16991,8.479018,180.521119,10,6,1,1
29,1,5,34,1.496302,4.492399,189.007747,10,4,4,3
29,1,5,35,1.662586,6.240796,193.509434,8,1,3,4
29,1,5,36,1.218197,4.2383,199.761836,6,5,2,2
32,1,1,1,1.315513,4.967806,0.032376,12,1,4,3
32,1,1,2,1.695277,4.732566,5.017624,2,2,3,2
32,1,1,3,1.303444,5.230797,9.769447,12,5,4,3
32,1,1,4,0.910434,9.978729,15.021464,10,6,3,4
32,1,1,5,0.912242,5.241517,25.008632,12,1,1,4
32,1,1,6,1.405213,13.239504,30.260648,8,3,3,3
32,1,1,7,1.269131,6.484335,43.515736,2,4,2,1
32,1,1,8,1.745713,5.232033,50.018192,4,2,2,2
32,1,1,9,1.090715,3.980022,55.270249,2,3,5,1
32,1,1,10,1.656118,6.22845,59.271786,6,3,3,3
32,1,1,11,1.31259,6.492599,65.50747,10,4,4,3
32,1,1,12,1.053926,4.240261,72.009968,2,5,4,1
32,1,1,13,1.59032,4.488624,76.261599,10,6,4,2
32,1,1,14,1.426489,4.986851,80.76337,10,1,4,2
32,1,1,15,1.45561,4.98496,85.765248,10,5,3,3
32,1,1,16,1.111696,4.232908,90.767211,12,4,2,4
32,1,1,17,0.940105,3.981255,95.018802,2,6,5,1
32,1,1,18,1.523581,4.72989,99.020337,2,6,2,2
32,1,1,19,NaN,8.477956,103.772202,6,3,4,NaN
32,1,1,20,1.30917,4.491513,112.258752,12,6,4,2
32,1,1,21,1.073439,4.989727,116.76048,4,5,2,3
32,1,1,22,0.73747,5.737705,121.762443,6,3,1,4
32,1,1,23,1.016308,6.985505,127.514609,4,2,4,2
32,1,1,24,0.90162,3.98291,134.517298,8,2,1,4
32,1,1,25,1.065007,5.481321,138.518875,10,2,4,3
32,1,1,26,1.089963,5.4792,144.020947,2,1,3,1
32,1,1,27,1.040578,5.24376,149.506385,10,1,3,4
32,1,1,28,1.419511,4.491751,154.7584,4,5,5,1
32,1,1,29,0.999767,4.739975,159.260171,10,3,2,4
32,1,1,30,0.984981,5.238249,164.011953,12,5,3,4
32,1,1,31,1.655933,4.98629,169.263972,10,5,4,2
32,1,1,32,0.983042,7.234216,174.265932,2,1,4,1
32,1,1,33,1.366246,4.231543,181.518675,8,5,3,3
32,1,1,34,1.682521,5.479881,185.770348,4,4,1,3
32,1,1,35,1.141464,5.97777,191.272461,6,1,5,1
32,1,1,36,NaN,6.742095,197.258051,6,6,2,NaN
32,1,2,1,1.444333,5.970439,0.029672,12,5,5,1
32,1,2,2,0.937712,4.484801,6.015344,10,2,1,4
32,1,2,3,1.238984,13.233232,10.517031,6,2,3,2
32,1,2,4,1.152843,3.978065,23.772162,10,2,3,4
32,1,2,5,1.057027,4.743243,27.756982,12,4,5,1
32,1,2,6,1.253198,3.99145,32.508806,12,1,2,4
32,1,2,7,0.841658,4.739801,36.510343,6,6,5,1
32,1,2,8,0.96279,4.487973,41.262209,12,2,2,4
32,1,2,9,0.802111,6.736254,45.763897,10,3,5,1
32,1,2,10,1.209519,3.983725,52.51649,6,5,1,4
32,1,2,11,1.051852,8.482,56.518067,6,1,4,2
32,1,2,12,1.13471,7.22886,65.02129,4,4,4,2
32,1,2,13,0.873608,3.992749,72.257402,2,1,1,4
32,1,2,14,1.479064,4.241193,76.258939,8,1,5,2
32,1,2,15,1.221396,7.489457,80.510612,2,2,4,2
32,1,2,16,1.037468,6.236698,88.01345,10,4,2,4
32,1,2,17,0.7662,3.984334,94.265842,10,6,1,4
32,1,2,18,1.293634,5.982844,98.267387,10,6,5,2
32,1,2,19,1.172319,3.980453,104.269691,6,4,1,4
32,1,2,20,1.60975,6.228959,108.27127,4,1,5,1
32,1,2,21,0.855967,6.493072,114.506996,12,6,2,4
32,1,2,22,1.40456,5.990616,121.009452,10,2,2,4
32,1,2,23,1.102238,5.738469,127.011756,4,5,4,1
32,1,2,24,1.107997,4.486141,132.764006,2,4,1,4
32,1,2,25,1.738361,4.984568,137.265691,6,3,2,4
32,1,2,26,0.967405,7.732457,142.267613,12,3,2,4
32,1,2,27,1.417435,5.729637,150.020591,4,3,4,1
32,1,2,28,0.749847,3.994084,155.756126,8,6,5,1
32,1,2,29,0.767353,4.242407,159.75766,10,3,1,4
32,1,2,30,1.296725,4.490837,164.009294,12,6,3,3
32,1,2,31,0.919051,4.239195,168.511022,8,4,1,4
32,1,2,32,0.725368,9.987499,172.762653,2,1,5,1
32,1,2,33,1.246467,4.233664,182.766495,8,2,2,4
32,1,2,34,1.042846,7.482031,187.018126,6,2,1,4
32,1,2,35,1.204023,5.229137,194.521007,6,6,3,2
32,1,2,36,1.193678,4.243715,199.756351,4,6,4,2
32,1,3,1,1.082941,7.460137,0.040064,8,2,4,1
32,1,3,2,1.029369,4.990601,7.50964,6,4,5,1
32,1,3,3,0.634402,3.988574,12.51156,8,1,1,4
32,1,3,4,0.692953,3.98716,16.513056,8,4,5,1
32,1,3,5,0.844381,7.985528,20.514632,10,5,5,1
32,1,3,6,1.390349,9.982515,28.517663,2,2,2,2
32,1,3,7,0.883523,10.478566,38.521503,8,5,5,1
32,1,3,8,0.835161,3.991242,49.008862,2,5,1,4
32,1,3,9,0.868639,3.989712,53.010399,12,2,1,4
32,1,3,10,1.810078,3.988177,57.011936,2,4,3,2
32,1,3,11,0.943554,13.736795,61.013471,4,6,5,1
32,1,3,12,1.110261,5.231312,74.768752,4,3,2,2
32,1,3,13,1.306209,3.979353,80.02081,2,4,4,1
32,1,3,14,1.01524,5.244482,84.005669,12,3,3,4
32,1,3,15,0.805327,8.742378,89.25769,2,6,4,1
32,1,3,16,1.138017,4.739236,98.011008,2,5,3,2
32,1,3,17,0.904149,3.987399,102.762875,8,5,4,1
32,1,3,18,1.04171,3.985819,106.76437,4,6,2,2
32,1,3,19,1.519076,4.734198,110.765948,6,4,4,2
32,1,3,20,0.884303,3.982402,115.51773,12,4,3,4
32,1,3,21,1.448733,3.980879,119.519266,10,4,3,4
32,1,3,22,0.639216,10.729428,123.520803,12,2,5,1
32,1,3,23,1.058094,5.725209,134.274932,12,3,5,1
32,1,3,24,1.359564,3.98965,140.010466,4,2,3,2
32,1,3,25,0.767091,8.488226,144.012003,6,2,5,1
32,1,3,26,1.054729,3.984841,152.515308,4,2,1,4
32,1,3,27,0.879134,3.983405,156.516844,8,2,5,1
32,1,3,28,1.007701,3.981899,160.518339,10,1,5,2
32,1,3,29,0.777111,5.980322,164.519916,12,3,1,4
32,1,3,30,1.342866,3.977916,170.522221,4,6,3,2
32,1,3,31,0.75099,5.493109,174.507042,6,6,1,4
32,1,3,32,1.279852,5.241008,180.009197,12,4,4,2
32,1,3,33,1.10283,5.238926,185.261171,4,3,3,2
32,1,3,34,1.568849,4.987044,190.513188,8,4,4,2
32,1,3,35,1.238895,3.985111,195.515149,2,3,2,3
32,1,3,36,1.167307,4.483453,199.516687,8,3,1,4
32,1,4,1,0.983179,9.211423,0.038753,12,4,1,4
32,1,4,2,1.114988,6.991192,9.258958,8,2,3,2
32,1,4,3,0.719382,3.98862,16.261647,6,1,1,4
32,1,4,4,1.168854,5.987011,20.263142,12,1,3,3
32,1,4,5,1.244543,3.984634,26.265447,6,5,4,1
32,1,4,6,1.170915,4.983221,30.267024,6,5,2,4
32,1,4,7,0.649104,4.481352,35.268901,10,5,1,4
32,1,4,8,1.413256,9.979499,39.770673,2,2,1,3
32,1,4,9,0.730161,13.242278,49.75784,12,5,2,4
32,1,4,10,1.054106,7.987183,63.012886,10,1,2,4
32,1,4,11,1.288042,5.73428,71.015957,4,1,2,4
32,1,4,12,1.077799,4.731931,76.768208,10,3,3,3
32,1,4,13,1.066874,3.980186,81.520032,8,1,4,1
32,1,4,14,0.713482,3.978626,85.521527,12,5,1,4
32,1,4,15,0.80757,3.993723,89.506431,10,1,1,4
32,1,4,16,1.409069,3.992226,93.507927,6,2,4,2
32,1,4,17,0.843554,3.990727,97.509462,12,6,1,4
32,1,4,18,1.34291,3.989093,101.511039,10,6,2,4
32,1,4,19,1.19848,7.23769,105.512534,12,6,5,1
32,1,4,20,1.258633,3.984888,112.765318,8,1,2,4
32,1,4,21,1.026165,3.983292,116.766854,12,3,4,2
32,1,4,22,0.960615,5.981759,120.76839,2,5,2,1
32,1,4,23,NaN,3.979459,126.770695,2,6,3,NaN
32,1,4,24,1.068778,4.977989,130.772231,10,2,5,2
32,1,4,25,1.488526,4.24265,135.757478,6,4,2,3
32,1,4,26,0.747909,3.990933,140.009111,4,5,1,4
32,1,4,27,0.874336,3.989439,144.010687,4,5,3,2
32,1,4,28,0.901839,5.987879,148.012183,6,6,4,2
32,1,4,29,0.96657,3.985527,154.014528,10,3,4,3
32,1,4,30,0.888953,3.98407,158.016064,2,4,5,1
32,1,4,31,0.970462,3.982597,162.017558,8,4,2,4
32,1,4,32,0.827918,5.48114,166.019093,2,1,2,2
32,1,4,33,0.917816,11.979017,171.521207,12,1,5,1
32,1,4,34,1.146737,8.240971,183.509184,6,5,3,2
32,1,4,35,1.399696,3.987827,191.76231,8,6,3,2
32,1,4,36,0.701167,8.236234,195.763847,10,4,1,4
32,1,5,1,1.04039,4.219651,0.030597,6,4,3,2
32,1,5,2,1.427409,3.984551,4.265598,8,6,4,2
32,1,5,3,1.00986,4.233003,8.267135,8,4,3,3
32,1,5,4,1.214325,10.231424,12.518725,6,2,2,4
32,1,5,5,0.956985,12.244042,22.756028,8,1,3,4
32,1,5,6,0.900314,8.239537,35.010692,10,5,2,4
32,1,5,7,0.941105,4.486284,43.263861,8,5,1,4
32,1,5,8,1.418404,3.984493,47.765588,4,2,5,1
32,1,5,9,0.890919,5.983137,51.767126,12,2,3,4
32,1,5,10,1.193545,4.230579,57.769471,6,3,5,2
32,1,5,11,1.355958,5.479041,62.021103,2,3,1,4
32,1,5,12,1.267413,9.993675,67.506542,6,5,5,1
32,1,5,13,1.063564,4.989845,77.510382,6,1,2,4
32,1,5,14,0.986757,4.237881,82.51226,8,5,2,4
32,1,5,15,0.937119,5.986337,86.763893,2,2,5,1
32,1,5,16,1.083825,3.984037,92.766196,4,1,1,4
32,1,5,17,0.944237,3.982314,96.767775,4,6,1,4
32,1,5,18,0.65774,3.98093,100.769268,2,5,5,1
32,1,5,19,1.3732,7.72935,104.770804,6,1,3,4
32,1,5,20,1.076899,4.243102,112.507107,2,3,3,1
32,1,5,21,1.535271,4.24141,116.758739,12,2,4,2
32,1,5,22,1.551647,4.489847,121.010374,2,6,1,3
32,1,5,23,NaN,4.238132,125.5121,4,4,2,NaN
32,1,5,24,1.338273,11.736495,129.763733,4,3,5,2
32,1,5,25,1.236836,3.981892,141.518244,4,3,1,1
32,1,5,26,1.373205,4.730303,145.519822,4,4,3,2
32,1,5,27,1.282402,7.478504,150.271646,8,3,2,4
32,1,5,28,1.062196,3.992392,157.757813,2,3,4,2
32,1,5,29,1.112631,5.490837,161.75939,4,1,4,2
32,1,5,30,0.846552,3.98876,167.26146,8,3,5,2
32,1,5,31,1.407983,6.237112,171.263038,8,3,4,2
32,1,5,32,0.921625,5.734832,177.515396,8,6,1,4
32,1,5,33,0.975377,5.982496,183.267646,8,6,2,4
32,1,5,34,0.816104,3.980224,189.26991,4,4,5,1
