"","SubID","TrialOrder","cost_one","LargeReward","cost_two","SmallReward","Decision"
"632",305,135,0.5,4,0,0.92,1
"633",305,136,0.7,2,0,0.03,1
"634",305,137,0.7,2,0,0.02,1
"635",305,138,0.1,2,0,1.79,1
"636",305,139,0.3,3,0,3,1
"637",305,140,0.3,3,0,3,0
"638",305,141,0.7,4,0,0.02,1
"639",305,142,0.5,3,0,1.39,0
"640",305,143,0.7,3,0,0.86,1
"641",305,144,0.3,2,0,1.19,1
"642",305,145,0.3,4,0,4,0
"643",305,146,0.3,4,0,1.67,1
"644",305,147,0.5,2,0,1.19,1
"645",305,148,0.1,4,0,1.18,1
"646",305,149,0.3,3,0,1.7,0
"647",305,150,0.7,3,0,0.58,1
"648",305,151,0.3,2,0,1.48,1
"649",305,152,0.3,4,0,2.51,1
"650",305,153,0.1,2,0,2,0
"651",305,154,0.1,4,0,3.55,1
"652",305,155,0.1,3,0,2.68,1
"653",305,156,0.5,4,0,2.77,1
"654",305,157,0.5,3,0,2.09,1
"655",305,158,0.1,4,0,2.36,1
"656",305,159,0.3,2,0,0.89,1
"657",305,160,0.1,2,0,2,1
"658",305,161,0.5,3,0,3,0
"659",305,162,0.1,3,0,3,0
"660",305,163,0.5,2,0,1.48,1
"661",305,164,0.5,4,0,2.31,1
"662",305,165,0.1,4,0,2.96,1
"663",305,166,0.7,3,0,1.15,1
"664",305,167,0.5,4,0,1.85,1
