"","SubID","TrialOrder","cost_one","LargeReward","cost_two","SmallReward","Decision"
"414",304,88,0.95,4,0,0.28,1
"415",304,89,0.8,3,0,0.88,1
"416",304,90,0.65,3,0,0.3,1
"417",304,91,0.8,3,0,1.1,1
"418",304,92,0.65,3,0,1.33,1
"419",304,93,0.8,4,0,2.96,1
"420",304,94,0.8,2,0,1.19,1
"421",304,95,0.65,2,0,2,0
"422",304,96,0.95,2,0,0.18,0
"423",304,97,0.65,4,0,4,0
"424",304,98,0.95,3,0,0.52,1
"425",304,99,0.65,3,0,0.89,1
"426",304,100,0.5,4,0,0.79,1
"427",304,101,0.65,2,0,1.79,1
"428",304,102,0.5,4,0,2.38,1
"429",304,103,0.5,4,0,3.57,1
"430",304,104,0.8,2,0,0.89,1
"431",304,105,0.5,2,0,1.79,1
"432",304,106,0.95,2,0,0.02,1
"433",304,107,0.8,3,0,0.66,1
"434",304,108,0.8,4,0,1.77,1
"435",304,109,0.95,4,0,0.85,1
"436",304,110,0.5,4,0,4,0
"437",304,111,0.65,3,0,1.78,1
"438",304,112,0.5,2,0,1.19,1
"439",304,113,0.65,3,0,1.33,1
"440",304,115,0.65,3,0,0.3,1
"441",304,116,0.8,2,0,0.2,1
"442",304,117,0.95,4,0,0.85,1
"443",304,118,0.8,2,0,0.89,1
"444",304,119,0.95,3,0,0.07,1
"445",304,120,0.95,2,0,0.07,1
"446",304,121,0.95,4,0,0.71,1
"447",304,122,0.5,3,0,1.79,1
"448",304,123,0.5,3,0,0.6,1
"449",304,124,0.8,3,0,0.88,1
"450",304,125,0.65,4,0,4,0
"451",304,126,0.5,4,0,3.57,1
"452",304,127,0.5,3,0,3,0
"453",304,128,0.95,2,0,0.11,1
"454",304,129,0.95,3,0,0.52,1
"455",304,130,0.65,2,0,1.19,1
"456",304,131,0.8,2,0,0.59,1
"457",304,132,0.95,4,0,0.56,1
"458",304,133,0.8,4,0,1.77,1
"459",304,134,0.65,3,0,2.66,1
"460",304,136,0.95,2,0,0.18,1
"461",304,137,0.95,2,0,0.14,1
"462",304,138,0.5,2,0,1.79,1
"463",304,139,0.65,3,0,2.22,1
"464",304,140,0.65,3,0,1.78,1
"465",304,141,0.95,4,0,0.28,1
"466",304,142,0.8,3,0,0.44,1
"467",304,143,0.95,3,0,0.32,1
"468",304,144,0.65,2,0,2,1
"469",304,145,0.65,4,0,4,0
"470",304,146,0.65,4,0,2.38,1
"471",304,147,0.8,2,0,1.19,1
"472",304,148,0.5,4,0,2.38,1
"473",304,149,0.65,3,0,0.89,1
"474",304,150,0.95,3,0,0.21,1
"475",304,151,0.65,2,0,2,0
"476",304,152,0.65,4,0,3.57,1
"477",304,153,0.5,2,0,2,0
"478",304,154,0.5,4,0,4,0
"479",304,155,0.5,3,0,2.68,1
"480",304,156,0.8,4,0,3.55,1
"481",304,157,0.8,3,0,0.66,1
"482",304,158,0.5,4,0,4,0
"483",304,159,0.65,2,0,1.79,1
"484",304,160,0.5,2,0,2,0
"485",304,161,0.8,3,0,1.1,1
"486",304,162,0.5,3,0,3,0
"487",304,163,0.8,2,0,1.48,1
"488",304,164,0.8,4,0,2.96,1
"489",304,165,0.5,4,0,4,0
"490",304,166,0.95,3,0,0.42,1
"491",304,167,0.8,4,0,2.36,1
"492",304,168,0.95,4,0,0.42,1
"493",305,1,0.8,4,0,3.12,1
"494",305,2,0.5,4,0,4,0
"495",305,3,0.5,4,0,1.78,1
"496",305,4,0.5,3,0,1.34,1
"497",305,5,0.65,2,0,2,0
"498",305,6,0.65,3,0,3,0
"499",305,7,0.8,3,0,3,0
"500",305,8,0.95,2,0,0.3,1
"501",305,9,0.5,2,0,1.46,0
"502",305,10,0.8,4,0,4,0
"503",305,11,0.5,4,0,4,1
"504",305,12,0.95,4,0,2.75,1
"505",305,13,0.95,3,0,1.88,0
"506",305,14,0.8,3,0,1.34,0
"507",305,15,0.95,4,0,1.37,0
"508",305,16,0.8,4,0,0.69,1
"509",305,17,0.65,2,0,2,0
"510",305,18,0.95,3,0,2.51,0
"511",305,19,0.8,2,0,0.87,0
"512",305,20,0.8,3,0,2.68,0
"513",305,21,0.5,2,0,2,1
"514",305,22,0.65,3,0,3,0
"515",305,23,0.8,2,0,1.74,0
"516",305,24,0.65,4,0,4,1
"517",305,25,0.65,4,0,2.38,0
"518",305,26,0.65,3,0,3,1
"519",305,27,0.95,4,0,2.06,0
"520",305,28,0.8,2,0,1.31,0
"521",305,29,0.5,3,0,2.68,1
"522",305,30,0.95,3,0,1.25,0
"523",305,31,0.5,4,0,2.67,1
"524",305,32,0.8,4,0,2.08,1
"525",305,33,0.65,3,0,2.68,1
"526",305,34,0.8,4,0,4,0
"527",305,35,0.95,2,0,0.24,0
"528",305,36,0.65,4,0,0.79,1
"529",305,37,0.8,3,0,2.01,1
"530",305,38,0.5,2,0,1.94,0
"531",305,39,0.95,2,0,0.18,0
"532",305,40,0.5,4,0,3.56,1
"533",305,41,0.65,2,0,1.19,1
"534",305,42,0.5,2,0,0.32,1
"535",305,43,0.65,2,0,1.79,1
"536",305,44,0.95,2,0,0.12,0
"537",305,45,0.5,3,0,2.01,1
"538",305,46,0.95,3,0,0.42,0
"539",305,47,0.65,4,0,3.57,1
"540",305,48,0.8,3,0,3,0
"541",305,49,0.65,4,0,4,1
"542",305,50,0.8,2,0,2,0
"543",305,51,0.95,2,0,0.36,0
"544",305,52,0.5,2,0,0.97,1
"545",305,53,0.5,3,0,3,1
"546",305,54,0.95,3,0,3,0
"547",305,55,0.95,4,0,3.44,0
"548",305,56,0.65,3,0,1.79,1
"549",305,57,0.5,4,0,4,1
"550",305,58,0.8,3,0,3,0
"551",305,59,0.65,4,0,3.57,1
"552",305,60,0.65,2,0,1.19,1
"553",305,61,0.95,3,0,2.51,0
"554",305,62,0.95,3,0,1.88,0
"555",305,63,0.8,2,0,2,0
"556",305,64,0.5,2,0,2,0
"557",305,65,0.95,2,0,0.18,1
"558",305,66,0.95,2,0,0.12,1
"559",305,67,0.65,4,0,4,0
"560",305,68,0.8,4,0,2.08,1
"561",305,69,0.8,2,0,0.87,1
"562",305,70,0.8,4,0,4,0
"563",305,71,0.95,2,0,0.24,1
"564",305,72,0.5,2,0,1.94,0
"565",305,73,0.65,4,0,4,0
"566",305,74,0.5,3,0,3,1
"567",305,75,0.5,3,0,2.68,1
"568",305,76,0.5,3,0,1.34,1
"569",305,77,0.8,2,0,0.29,1
"570",305,78,0.95,4,0,2.75,0
"571",305,79,0.95,4,0,3.44,0
"572",305,80,0.5,3,0,2.01,1
"573",305,81,0.95,4,0,2.06,0
"574",305,82,0.65,4,0,2.38,1
"575",305,83,0.65,2,0,2,0
"576",305,84,0.95,3,0,1.25,0
"577",305,85,0.5,2,0,2,1
"578",305,86,0.65,3,0,3,0
"579",305,87,0.8,3,0,1.34,0
"580",305,88,0.95,4,0,1.37,1
"581",305,89,0.8,3,0,2.68,1
"582",305,90,0.65,3,0,0.6,1
"583",305,91,0.8,3,0,3,0
"584",305,92,0.65,3,0,2.68,1
"585",305,93,0.8,4,0,4,0
"586",305,94,0.8,2,0,1.74,0
"587",305,95,0.65,2,0,2,0
"588",305,96,0.95,2,0,0.3,0
"589",305,97,0.65,4,0,4,1
"590",305,98,0.95,3,0,3,0
"591",305,99,0.65,3,0,1.79,0
"592",305,100,0.5,4,0,0.59,1
"593",305,101,0.65,2,0,1.79,1
"594",305,102,0.5,4,0,1.78,1
"595",305,103,0.5,4,0,2.67,1
"596",305,104,0.8,2,0,1.31,0
"597",305,105,0.5,2,0,1.46,1
"598",305,106,0.95,2,0,0.04,1
"599",305,107,0.8,3,0,2.01,0
"600",305,108,0.8,4,0,3.12,0
"601",305,109,0.95,4,0,4,0
"602",305,110,0.5,4,0,3.56,1
"603",305,111,0.65,3,0,3,0
"604",305,112,0.5,2,0,0.97,1
"605",305,113,0.65,3,0,2.68,0
"606",305,114,0.5,2,0,0.97,1
"607",305,115,0.65,3,0,0.6,1
"608",305,116,0.8,2,0,0.29,1
"609",305,117,0.95,4,0,4,0
"610",305,118,0.8,2,0,1.31,1
"611",305,119,0.95,3,0,0.42,1
"612",305,120,0.95,2,0,0.12,1
"613",305,121,0.95,4,0,3.44,1
"614",305,122,0.5,3,0,1.34,1
"615",305,123,0.5,3,0,0.45,1
"616",305,124,0.8,3,0,2.68,0
"617",305,125,0.65,4,0,4,0
"618",305,126,0.5,4,0,2.67,1
"619",305,127,0.5,3,0,2.68,1
"620",305,128,0.95,2,0,0.18,1
"621",305,129,0.95,3,0,3,0
"622",305,130,0.65,2,0,1.19,1
